Rk,Week,Day,Date,,Winner/tie,,Loser/tie,,PtsW,PtsL,YdsW,TOW,YdsL,TOL
58,11,Sun,2013-11-17,W,New York Giants,,Green Bay Packers,boxscore,27,13,334,1,394,3
59,6,Sun,2014-10-12,W,Chicago Bears,@,Atlanta Falcons,boxscore,27,13,478,0,287,1
60,8,Sun,2014-10-26,W,Miami Dolphins,@,Jacksonville Jaguars,boxscore,27,13,326,1,377,3
61,14,Sun,2014-12-07,W,Houston Texans,@,Jacksonville Jaguars,boxscore,27,13,304,0,262,1
62,12,Sun,2016-11-27,W,New York Giants,@,Cleveland Browns,boxscore,27,13,296,1,343,3
63,12,Mon,2016-11-28,W,Green Bay Packers,@,Philadelphia Eagles,boxscore,27,13,387,0,292,1
64,17,Sun,2017-01-01,W,Philadelphia Eagles,,Dallas Cowboys,boxscore,27,13,346,0,195,2
65,12,Sun,2018-11-25,W,New England Patriots,@,New York Jets,boxscore,27,13,498,0,338,1
66,8,Sun,2019-10-27,W,New England Patriots,,Cleveland Browns,boxscore,27,13,318,0,310,3
67,16,Sun,2019-12-22,W,Arizona Cardinals,@,Seattle Seahawks,boxscore,27,13,412,0,224,1
68,10,Sun,2020-11-15,W,New Orleans Saints,,San Francisco 49ers,boxscore,27,13,237,2,281,4
69,16,Sun,2020-12-27,W,Baltimore Ravens,,New York Giants,boxscore,27,13,432,1,269,0
70,1,Sun,2021-09-12,W,Denver Broncos,@,New York Giants,boxscore,27,13,420,1,314,1
71,8,Sun,2022-10-30,W,Seattle Seahawks,,New York Giants,boxscore,27,13,277,1,225,2
72,9,Mon,2022-11-07,W,Baltimore Ravens,@,New Orleans Saints,boxscore,27,13,319,0,243,1
73,14,Mon,2022-12-12,W,New England Patriots,@,Arizona Cardinals,boxscore,27,13,328,1,323,2
