Rk,Week,Day,Date,,Winner/tie,,Loser/tie,,PtsW,PtsL,YdsW,TOW,YdsL,TOL
19,13,Sun,1981-11-29,W,Atlanta Falcons,@,Houston Oilers,boxscore,31,27,459,2,318,3
20,Wild Card,Sun,1981-12-27,W,Buffalo Bills,@,New York Jets,boxscore,31,27,321,4,419,5
21,17,Mon,1983-01-03,W,Minnesota Vikings,,Dallas Cowboys,boxscore,31,27,381,3,364,2
22,6,Sun,1985-10-13,W,Los Angeles Rams,@,Tampa Bay Buccaneers,boxscore,31,27,282,4,210,5
23,14,Sun,1986-12-07,W,Miami Dolphins,@,New Orleans Saints,boxscore,31,27,352,0,526,2
24,4,Sun,1987-10-04,W,Tampa Bay Buccaneers,@,Detroit Lions,boxscore,31,27,219,1,262,4
25,9,Sun,1987-11-08,W,Philadelphia Eagles,,Washington Redskins,boxscore,31,27,427,4,360,4
26,17,Sun,1991-12-22,W,Dallas Cowboys,,Atlanta Falcons,boxscore,31,27,391,4,403,1
27,14,Sun,1992-12-06,W,Los Angeles Rams,@,Tampa Bay Buccaneers,boxscore,31,27,405,3,313,3
28,14,Sun,1992-12-06,W,Dallas Cowboys,@,Denver Broncos,boxscore,31,27,304,0,354,5
29,12,Sun,1994-11-20,W,San Francisco 49ers,,Los Angeles Rams,boxscore,31,27,459,1,358,0
30,6,Sun,1995-10-08,W,Chicago Bears,,Carolina Panthers,boxscore,31,27,390,1,297,1
31,15,Sun,1995-12-10,W,Seattle Seahawks,@,Denver Broncos,boxscore,31,27,326,2,388,5
32,11,Sun,1996-11-10,W,New England Patriots,@,New York Jets,boxscore,31,27,343,3,422,1
33,5,Sun,1998-10-04,W,Chicago Bears,,Detroit Lions,boxscore,31,27,405,5,340,0
34,9,Sun,1999-11-07,W,Detroit Lions,,St. Louis Rams,boxscore,31,27,332,0,332,2
35,8,Sun,2000-10-22,W,Minnesota Vikings,,Buffalo Bills,boxscore,31,27,348,1,406,1
36,15,Sun,2000-12-10,W,New Orleans Saints,@,San Francisco 49ers,boxscore,31,27,388,0,398,3
37,7,Sun,2001-10-28,W,Cincinnati Bengals,@,Detroit Lions,boxscore,31,27,412,2,276,3
38,14,Sun,2002-12-08,W,San Francisco 49ers,@,Dallas Cowboys,boxscore,31,27,401,1,257,2
39,3,Sun,2005-09-25,W,St. Louis Rams,,Tennessee Titans,boxscore,31,27,360,4,335,3
40,13,Sun,2005-12-04,W,Kansas City Chiefs,,Denver Broncos,boxscore,31,27,421,3,388,2
41,5,Sun,2008-10-05,W,Indianapolis Colts,@,Houston Texans,boxscore,31,27,314,1,391,3
42,15,Sun,2008-12-14,W,New York Jets,,Buffalo Bills,boxscore,31,27,372,2,306,4
43,17,Sun,2008-12-28,W,Atlanta Falcons,,St. Louis Rams,boxscore,31,27,417,3,408,0
44,5,Mon,2009-10-12,W,Miami Dolphins,,New York Jets,boxscore,31,27,413,0,309,0
45,15,Sun,2010-12-19,W,New England Patriots,,Green Bay Packers,boxscore,31,27,249,0,369,2
46,4,Sun,2011-10-02,W,New York Giants,@,Arizona Cardinals,boxscore,31,27,360,2,368,2
47,10,Sun,2012-11-11,W,New Orleans Saints,,Atlanta Falcons,boxscore,31,27,440,1,454,1
48,3,Sun,2013-09-22,W,Cleveland Browns,@,Minnesota Vikings,boxscore,31,27,409,4,329,3
49,16,Sun,2016-12-25,W,Pittsburgh Steelers,,Baltimore Ravens,boxscore,31,27,406,2,368,1
50,17,Sun,2017-12-31,W,Cincinnati Bengals,@,Baltimore Ravens,boxscore,31,27,359,1,312,1
51,6,Sun,2020-10-18,W,Indianapolis Colts,,Cincinnati Bengals,boxscore,31,27,430,2,398,1
52,15,Sun,2020-12-20,W,Tampa Bay Buccaneers,@,Atlanta Falcons,boxscore,31,27,416,0,369,0
53,2,Sun,2022-09-18,W,Los Angeles Rams,,Atlanta Falcons,boxscore,31,27,337,3,261,3
54,8,Sun,2022-10-30,W,Miami Dolphins,@,Detroit Lions,boxscore,31,27,476,1,393,0
